Input_HuBMAP_ID,Found_CODEX_IDs
HBM979.JTRM.429,HBM632.JSNP.578
HBM892.HBJW.994,HBM792.GKBV.697
HBM757.VHCK.858,HBM887.SHVF.747
HBM288.XSQZ.633,HBM373.LDGF.766
HBM769.NBQL.534,HBM465.HZHH.676
HBM654.KTJK.968,HBM597.KZXW.469
HBM597.QSZV.956,HBM893.CCKX.496
HBM374.DMXZ.352,HBM857.ZBDC.975
HBM339.XXWC.842,HBM545.WPDT.262
HBM588.FHDS.363,HBM356.BVRR.244
HBM246.VPVL.879,
HBM277.GJFC.833,HBM353.PBPQ.757
HBM376.QCCJ.269,HBM785.CNWZ.888
